;name;zone;red_mean;green_mean;blue_mean;red_median;green_median;blue_median
1;NegativeControl;NegativeControl;0.0372469172757062;0.000758017745675569;0.0578988991533817;0.0117647058823529;0;0.0196078431372549
2;NegativeControl;NegativeControl;0.0399813259349338;0.00148969164081865;0.0222087373920159;0.0156862745098039;0;0.00392156862745098
3;NegativeControl;NegativeControl;0.0437699374030721;0.00170875998103588;0.0257592369528236;0.0156862745098039;0;0.00392156862745098
4;NegativeControl;NegativeControl;0.038619071362065;0.000204410882088872;0.0808184006634878;0.0235294117647059;0;0.0117647058823529
5;NegativeControl;NegativeControl;0.0462473775826092;0.00142360762053435;0.0978215460683441;0.0313725490196078;0;0.0156862745098039
6;NegativeControl;NegativeControl;0.0711223265703226;0.00120072129192814;0.059849563299471;0.0352941176470588;0;0.0117647058823529
7;NegativeControl;NegativeControl;0.066099155650407;0.00119764335482929;0.0558559529922196;0.0313725490196078;0;0.0117647058823529
8;NegativeControl;NegativeControl;0.0731725767547917;0.00139907059014569;0.0522051642922622;0.0392156862745098;0;0.0117647058823529
9;NegativeControl;NegativeControl;0.0512141246420903;0.00118128877527841;0.0675478617349741;0.0235294117647059;0;0.00784313725490196
10;NegativeControl;NegativeControl;0.0427072300630329;0.000182115891399819;0.124952824910484;0.0352941176470588;0;0.0235294117647059
11;NegativeControl;NegativeControl;0.0171564625757904;0.00135177163516999;0.0773478451896319;0.00392156862745098;0;0.00784313725490196
12;NegativeControl;NegativeControl;0.0367284737381166;0.00123849008597249;0.136665052526097;0.0274509803921569;0;0.0313725490196078
13;NegativeControl;NegativeControl;0.0306902492748394;0.00047077941894034;0.118507983637666;0.0235294117647059;0;0.0156862745098039
14;NegativeControl;NegativeControl;0.0674688264435911;0.00119900467816505;0.0590111825980466;0.0313725490196078;0;0.0117647058823529
15;NegativeControl;NegativeControl;0.0627540251788095;0.00019833523619317;0.0550632439406649;0.0274509803921569;0;0.00784313725490196
16;NegativeControl;NegativeControl;0.0694315891639051;0.0003913215188453;0.0514349021163541;0.0352941176470588;0;0.0117647058823529
17;NegativeControl;NegativeControl;0.0481128505631582;0.00218482298009312;0.0663464789296899;0.0196078431372549;0;0.00784313725490196
18;NegativeControl;NegativeControl;0.0389954922246048;0.00182160770192091;0.122311274210682;0.0313725490196078;0;0.0235294117647059
19;NegativeControl;NegativeControl;0.0331683663761054;0.00123872195973133;0.133500663906945;0.0235294117647059;0;0.0274509803921569
20;NegativeControl;NegativeControl;0.0276688781439085;0.00147012493657398;0.115910776923555;0.0196078431372549;0;0.0156862745098039
21;Norma;Epilepsy;0.0529405855665266;0.0178086224724235;0.0321062910790578;0.0235294117647059;0.0156862745098039;0.0156862745098039
22;Norma;Epilepsy;0.0368898017733719;0.0098647734698092;0.0188453113331525;0.0235294117647059;0.00784313725490196;0.0117647058823529
23;Norma;Epilepsy;0.228042797013766;0.01426197799981427;0.0167000864066256;0.192156862745098;0;0.00784313725490196
24;Norma;Epilepsy;0.178902850431621;0.02384374132343836;0.0346182879279611;0.145098039215686;0;0.0235294117647059
25;Norma;Epilepsy;0.221817154977831;0.01366127911735966;0.035560854743508;0.184313725490196;0;0.0274509803921569
26;Norma;Epilepsy;0.152919399037138;0.00352924571318739;0.0467881744983343;0.133333333333333;0;0.0352941176470588
27;Norma;Epilepsy;0.186309294607132;0.00427231508142269;0.045097414652473;0.164705882352941;0;0.0352941176470588
28;Norma;Epilepsy;0.241529431062703;0.0424101661233531;0.0143549264646151;0.215686274509804;0.0392156862745098;0
29;Norma;Epilepsy;0.271483612060555;0.0303125605863688;0.0101675818948019;0.247058823529412;0.0274509803921569;0
30;Norma;Epilepsy;0.187435995363744;0.030757526322901;0.0135377098532019;0.168627450980392;0.0274509803921569;0
31;Norma;Epilepsy;0.164088226767142;0.0289420258765121;0.0148882884605466;0.145098039215686;0.0274509803921569;0
32;Norma;Epilepsy;0.200092057620773;0.049140990014171;0.0366187787523599;0.172549019607843;0.0431372549019608;0.0235294117647059
33;Norma;Epilepsy;0.19412263234458;0.0392421572816053;0.0350891150680277;0.164705882352941;0.0352941176470588;0.0235294117647059
34;Norma;Epilepsy;0.205663868025121;0.0388831606098474;0.0346118179022019;0.164705882352941;0.0352941176470588;0.0196078431372549
35;Norma;Epilepsy;0.261991897283728;0.0821597230200115;0.0303482841043102;0.235294117647059;0.0745098039215686;0.0196078431372549
36;Norma;Epilepsy;0.212158079708323;0.0443489411298168;0.0551280115164714;0.101960784313725;0.0392156862745098;0.0352941176470588
37;Norma;Epilepsy;0.143354748744565;0.0413628783880502;0.0544625674976952;0.129411764705882;0.0352941176470588;0.0352941176470588
38;Norma;Epilepsy;0.126078938502939;0.0240042293772947;0.0406177707747189;0.113725490196078;0.0156862745098039;0.0235294117647059
39;Norma;Epilepsy;0.198972810483381;0.023181616091259;0.0453743392345946;0.184313725490196;0.0196078431372549;0.0274509803921569
40;Norma;Epilepsy;0.257900462431031;0.0249178979911059;0.0454824859020722;0.243137254901961;0.0196078431372549;0.0274509803921569
275;GAA;GBM;0.0960058249679253;0.021649274639059;0.164300454831547;0.0862745098039216;0.0117647058823529;0.101960784313725
276;GAA;GBM;0.0686186622172929;0.0109224132463153;0.194525823406118;0.0549019607843137;0;0.149019607843137
277;GAA;GBM;0.0868961334228939;0.0273730633305876;0.181876190035905;0.0745098039215686;0.0235294117647059;0.125490196078431
278;GAA;GBM;0.107948396720114;0.0179933996761613;0.171776068444347;0.0941176470588235;0.0156862745098039;0.12156862745098
279;GAA;GBM;0.0930451337028611;0.00209908952900182;0.0815433053408882;0.0823529411764706;0;0.0470588235294118
280;GAA;GBM;0.0510037515677995;0.00151709388283552;0.11351551355098;0.0392156862745098;0;0.0666666666666667
281;GAA;GBM;0.0495999467139389;0.124551971285837;0.112858323489995;0.0352941176470588;0.105882352941176;0.0666666666666667
282;GAA;GBM;0.0679205763573469;0.197338388480315;0.150507908241355;0.0588235294117647;0.184313725490196;0.0784313725490196
283;GAA;GBM;0.0663913764205557;0.0230012706681864;0.149541806239832;0.0549019607843137;0.0196078431372549;0.0784313725490196
284;GAA;GBM;0.0412764380959897;0.0103068108652197;0.383782977683959;0.0313725490196078;0.00392156862745098;0.317647058823529
285;GAA;GBM;0.0894048316805593;0.00980419832117191;0.112877838284411;0.0784313725490196;0.00784313725490196;0.0509803921568627
286;GAA;GBM;0.0483145208919777;0.00569922503302852;0.0335593878054185;0.0313725490196078;0.00392156862745098;0.0235294117647059
287;GAA;GBM;0.0579513624602019;0.106332760231141;0.125430933634329;0.0352941176470588;0.0941176470588235;0.0901960784313725
288;GAA;GBM;0.0497776143691064;0.0889238469741071;0.125772678150897;0.0313725490196078;0.0705882352941176;0.0980392156862745
289;GAA;GBM;0.0575731352263773;0.0707863452388287;0.0542287265552937;0.0352941176470588;0.0588235294117647;0.0431372549019608
290;GAA;GBM;0.0631851458082259;0.0784910202026567;0.138975079854309;0.0509803921568627;0.0666666666666667;0.0980392156862745
291;GAA;GBM;0.128598886377603;0.11768796584185;0.149060163310996;0.113725490196078;0.105882352941176;0.0862745098039216
292;GAA;GBM;0.0963815202899806;0.0877096737131783;0.0132346022361602;0.0862745098039216;0.0784313725490196;0
293;GAA;GBM;0.0690138498941545;0.0656209908278894;0.022140300975172;0.0588235294117647;0.0588235294117647;0.00392156862745098
294;GAA;GBM;0.0967730653052254;0.0775522867838535;0.0330667346132169;0.0901960784313725;0.0745098039215686;0.00784313725490196
295;GAA;GBM;0.0907178766586327;0.077508750616342;0.0330851087383751;0.0666666666666667;0.0549019607843137;0.0117647058823529
296;GAA;GBM;0.102026857114306;0.0775204490212852;0.016773485669909;0.0823529411764706;0.0627450980392157;0.00392156862745098
297;GAA;GBM;0.0909544178084004;0.0372995039996365;0.0222162770289905;0.0666666666666667;0.0274509803921569;0.00392156862745098
298;GAA;GBM;0.0898309483248023;0.0996120153688849;0.0540539049635115;0.0666666666666667;0.0745098039215686;0.0235294117647059
516;SVE;GBM;0.227669009040389;0.0777608160879115;0.000562667846679688;0.207843137254902;0.0666666666666667;0
517;SVE;GBM;0.24911567089613;0.0693031498029933;0.000562667846679688;0.223529411764706;0.0627450980392157;0
518;SVE;GBM;0.163981250688117;0.0833778979731641;0.000562667846679688;0.141176470588235;0.0745098039215686;0
519;SVE;GBM;0.17595101150812;0.112340063207308;0.000562667846679688;0.156862745098039;0.101960784313725;0
520;SVE;GBM;0.530270303464348;0.0569359087476251;0.000562667846679688;0.505882352941176;0.0470588235294118;0
521;SVE;GBM;0.392042657440716;0.0513403125837819;0.000562667846679688;0.356862745098039;0.0431372549019608;0
522;SVE;GBM;0.43066354265404;0.0570505628398725;0.000562667846679688;0.388235294117647;0.0470588235294118;0
523;SVE;GBM;0.273868179321368;0.0533220702526621;0.000562667846679688;0.258823529411765;0.0470588235294118;0
524;SVE;GBM;0.297947917265078;0.0523455601112505;0.000562667846679688;0.274509803921569;0.0470588235294118;0
525;SVE;GBM;0.610244133893178;0.0698436512666433;0.000562667846679688;0.603921568627451;0.0588235294117647;0
526;SVE;GBM;0.567759169784224;0.0716627420163376;0.000562667846679688;0.588235294117647;0.0588235294117647;0
527;SVE;GBM;0.144949295941557;0.0539251664105601;0.000562667846679688;0.125490196078431;0.0470588235294118;0
528;SVE;GBM;0.225191591300185;0.0556754168342101;0.000562667846679688;0.176470588235294;0.0470588235294118;0
529;SVE;GBM;0.578568933524343;0.0648683809767322;0.000562667846679688;0.552941176470588;0.0509803921568627;0
530;SVE;GBM;0.311960672864913;0.0513130636776129;0.000562667846679688;0.290196078431373;0.0431372549019608;0
531;SVE;GBM;0.0659745983049553;0.105001015756531;0.000562667846679688;0.0156862745098039;0.0627450980392157;0
532;SVE;GBM;0.0725740731929589;0.0871101155000127;0.000562667846679688;0.0156862745098039;0.0509803921568627;0
533;SVE;GBM;0.241282672508002;0.0651917513678902;0.000562667846679688;0.223529411764706;0.0509803921568627;0
534;SVE;GBM;0.215229726305197;0.0594162211698641;0.000562667846679688;0.207843137254902;0.0470588235294118;0
535;SVE;GBM;0.207787502513276;0.0641459932514296;0.000562667846679688;0.192156862745098;0.0509803921568627;0
536;SVE;GBM;0.209758208779769;0.0661163367476808;0.000644683837890625;0.207843137254902;0.0431372549019608;0
537;SVE;GBM;0.339454594780328;0.0729764152975433;0.000562667846679688;0.32156862745098;0.0627450980392157;0
538;SVE;GBM;0.213099262761139;0.050785992192268;0.000562667846679688;0.192156862745098;0.0431372549019608;0
539;SVE;GBM;0.176914372163648;0.0711698980892658;0.000562667846679688;0.156862745098039;0.0549019607843137;0
540;SVE;GBM;0.127873884462918;0.0664864708395429;0.000562667846679688;0.0470588235294118;0.0549019607843137;0
41;BSV;GBM;0.0654269872926917;0.076821592742326;0.0424282859353106;0.0588235294117647;0.0745098039215686;0.0274509803921569
42;BSV;GBM;0.0820929321587592;0.0807034099802754;0.0523898517385422;0.0666666666666667;0.0784313725490196;0.0352941176470588
43;BSV;GBM;0.0368774788052518;0.0966215395459268;0.0683581782323345;0.00784313725490196;0.0823529411764706;0.0313725490196078
44;BSV;GBM;0.21352674820839;0.0835021823060268;0.0396676231833592;0.188235294117647;0.0745098039215686;0.0274509803921569
45;BSV;GBM;0.0909105712292447;0.107722129073765;0.0521815842273348;0.0823529411764706;0.0980392156862745;0.0352941176470588
46;BSV;GBM;0.0565637513703146;0.0419822057088226;0.0448968251546424;0.0509803921568627;0.0313725490196078;0.0313725490196078
47;BSV;GBM;0.200185891693909;0.058248725591835;0.0667455561020585;0.152941176470588;0.0509803921568627;0.0549019607843137
48;BSV;GBM;0.0853405223173267;0.0640926922068428;0.0580396315630214;0.0745098039215686;0.0549019607843137;0.0431372549019608
49;BSV;GBM;0.0922721040015104;0.0774635427138377;0.111235794366633;0.0862745098039216;0.0666666666666667;0.0823529411764706
50;BSV;GBM;0.172632688634543;0.0273771846995548;0.111613023047402;0.125490196078431;0.0196078431372549;0.0823529411764706
51;BSV;GBM;0.247404311685063;0.0146829268511601;0.128133915919957;0.188235294117647;0.00784313725490196;0.0941176470588235
52;BSV;GBM;0.144994941412207;0.0713611901975246;0.0519242941164127;0.109803921568627;0.0588235294117647;0.0352941176470588
53;BSV;GBM;0.131521733601838;0.0567694346109383;0.0643142475801407;0.0784313725490196;0.0431372549019608;0.0352941176470588
54;BSV;GBM;0.299732892653516;0.192268465079575;0.0957655214795324;0.27843137254902;0.176470588235294;0.0705882352941176
55;YOI;GBM;0.123836378957641;0.0468211230108248;0.0657153073479007;0.0980392156862745;0.0392156862745098;0.0392156862745098
56;YOI;GBM;0.0510753594192089;0.0339434792013918;0.0474009158564442;0.0352941176470588;0.0274509803921569;0.0274509803921569
57;YOI;GBM;0.0779469209557936;0.0998393713259536;0.0854463614669101;0.0666666666666667;0.0901960784313725;0.0549019607843137
58;YOI;GBM;0.0647196227429817;0.0668526780371753;0.0822782254686512;0.0549019607843137;0.0588235294117647;0.0470588235294118
59;YOI;GBM;0.0778208751303919;0.0297130696913371;0.0957912632063019;0.0705882352941176;0.0235294117647059;0.0509803921568627
60;YOI;GBM;0.0401789983113458;0.127164780859965;0.0704919590670019;0.0235294117647059;0.12156862745098;0.0431372549019608
61;YOI;GBM;0.0399925381529626;0.09015205607685;0.0502558240703359;0.0352941176470588;0.0823529411764706;0.0392156862745098
62;YOI;GBM;0.0454244501450742;0.105474905874168;0.0818469664629543;0.0392156862745098;0.0980392156862745;0.0549019607843137
63;YOI;GBM;0.0534657422233876;0.0795820946787572;0.0824495577344473;0.0470588235294118;0.0705882352941176;0.0549019607843137
64;YOI;GBM;0.0345511155969482;0.0903454013898122;0.0814264895870112;0.0274509803921569;0.0823529411764706;0.0509803921568627
65;YOI;GBM;0.036479579701169;0.0793923471489169;0.0549596001120546;0.0274509803921569;0.0705882352941176;0.0235294117647059
66;YOI;GBM;0.0430344637702316;0.0722667507097907;0.0310570922552638;0.0274509803921569;0.0588235294117647;0.0156862745098039
67;YOI;GBM;0.0644242267982329;0.0740669512280412;0.0575713138955242;0.0431372549019608;0.0549019607843137;0.0156862745098039
68;YOI;GBM;0.0494930753520921;0.110107047885153;0.0314097460577445;0.0392156862745098;0.0941176470588235;0.0117647058823529
69;YOI;GBM;0.0348619161868606;0.112914029289654;0.0271129084567874;0.0313725490196078;0.0980392156862745;0.00784313725490196
70;YOI;GBM;0.0895974103141976;0.087565066767701;0.074892773347785;0.0745098039215686;0.0784313725490196;0.0313725490196078
71;YOI;GBM;0.147883101070592;0.0550356397442025;0.0256303787231527;0.0823529411764706;0.0352941176470588;0.00784313725490196
72;YOI;GBM;0.238028679641994;0.053529316771359;0.0435751971076232;0.207843137254902;0.0313725490196078;0.0235294117647059
73;YOI;GBM;0.259837640500447;0.0891563490327016;0.0480006573247255;0.235294117647059;0.0431372549019608;0.0196078431372549
74;YOI;GBM;0.303410997577787;0.0464590858009503;0.05876468209657;0.27843137254902;0.0196078431372549;0.0235294117647059
75;YOI;GBM;0.109795256222047;0.0943064783133881;0.0376675886266357;0.0274509803921569;0.0745098039215686;0.0156862745098039
76;YOI;GBM;0.145076243082355;0.110593234791329;0.0575459498985771;0.0196078431372549;0.0862745098039216;0.0313725490196078
77;YOI;GBM;0.103027302611;0.133399383694371;0.0248470904780131;0.0823529411764706;0.113725490196078;0.00784313725490196
78;YOI;GBM;0.0713769426532034;0.111462735194654;0.0265483706604698;0.0627450980392157;0.0941176470588235;0.00392156862745098
79;YOI;GBM;0.0868637010163228;0.0281652861950304;0.0262887356328259;0.0705882352941176;0.0196078431372549;0.00784313725490196
80;YOI;GBM;0.114461565952598;0.0139758614933511;0.0500108681473432;0.0901960784313725;0;0.00784313725490196
81;YOI;GBM;0.0693464353972682;0.0645397522869434;0.0628443549661178;0.0588235294117647;0.0156862745098039;0.0117647058823529
82;YOI;GBM;0.0741963218239809;0.142023393219613;0.0930051728790008;0.0588235294117647;0.0745098039215686;0.0117647058823529
83;YOI;GBM;0.0914135689828997;0.0724340551040293;0.0220573425292704;0.0745098039215686;0.0627450980392157;0.00392156862745098
84;YOI;GBM;0.131410265903849;0.128445266274925;0.0445211784512946;0.0980392156862745;0.113725490196078;0.0156862745098039
85;SAA;GBM;0.124524692460639;0.232166772730159;0.0764044219373788;0.0823529411764706;0.215686274509804;0.0196078431372549
86;SAA;GBM;0.0694791606828354;0.216394117766883;0.0737926408357793;0.0313725490196078;0.203921568627451;0.0235294117647059
87;SAA;GBM;0.100926111258707;0.204357734381175;0.0996507906445397;0.0588235294117647;0.164705882352941;0.0431372549019608
88;SAA;GBM;0.123105194989382;0.122348998574691;0.0964655259076322;0.0627450980392157;0.0980392156862745;0.0392156862745098
89;SAA;GBM;0.180455981983923;0.0804025949218176;0.140379296097076;0.125490196078431;0.0705882352941176;0.0392156862745098
90;SAA;GBM;0.0909494998408677;0.172927373998256;0.0596191518447281;0.0470588235294118;0.152941176470588;0.0196078431372549
91;SAA;GBM;0.0960829267315434;0.0402140000287059;0.0556061651191623;0.0509803921568627;0.0274509803921569;0.0156862745098039
92;SAA;GBM;0.0826311672434369;0.165569223142275;0.104243039149849;0.0627450980392157;0.137254901960784;0.0313725490196078
93;SAA;GBM;0.0725120993218886;0.12381975136557;0.0651352863685941;0.0235294117647059;0.0980392156862745;0.0196078431372549
94;SAA;GBM;0.02864048153743;0.120542092416909;0.103691030016231;0.0196078431372549;0.109803921568627;0.0235294117647059
95;SAA;GBM;0.0313642389633035;0.000856272379552731;0.0492239110609946;0.0156862745098039;0;0.0117647058823529
96;SAA;GBM;0.0500008564368185;0.06246104146907;0.0434660481471056;0.0235294117647059;0.0470588235294118;0.0156862745098039
97;SAA;GBM;0.0170212053785097;0.0699321821622931;0.0331845152611452;0.00392156862745098;0.0588235294117647;0.0117647058823529
98;SAA;GBM;0.0368975134455772;0.121524829490451;0.090884552749929;0.0235294117647059;0.105882352941176;0.0196078431372549
99;SAA;GBM;0.0770855024749171;0.0748928631053472;0.156664859547327;0.0705882352941176;0.0705882352941176;0.0549019607843137
100;SAA;GBM;0.109911701725892;0.170063202053984;0.172651399350615;0.0980392156862745;0.149019607843137;0.0666666666666667
101;SAA;GBM;0.108737485549055;0.142107380137765;0.12595420164207;0.0862745098039216;0.12156862745098;0.0470588235294118
102;SAA;GBM;0.120973923627016;0.117171463311959;0.102531874413697;0.101960784313725;0.0901960784313725;0.0392156862745098
103;SAA;GBM;0.10890844008499;0.0140550052418447;0.139335232155004;0.0980392156862745;0.00392156862745098;0.0509803921568627
104;SAA;GBM;0.124846630470512;0.161516298032298;0.0948966755585963;0.105882352941176;0.137254901960784;0.0392156862745098
105;SAA;GBM;0.10945651110477;0.184776291192806;0.072411088382477;0.0627450980392157;0.164705882352941;0.0274509803921569
106;SAA;GBM;0.115166630464435;0.0219327216055005;0.0608687830905565;0.0627450980392157;0.0117647058823529;0.0196078431372549
107;SAA;GBM;0.0930823419608098;0.0474708444931501;0.0677091935102089;0.0588235294117647;0.0352941176470588;0.0235294117647059
108;SAA;GBM;0.0862877714868426;0.1593016904943;0.101274067747811;0.0823529411764706;0.145098039215686;0.0274509803921569
109;SAA;GBM;0.00831035165225797;0.0852338117711686;0.0439945220946749;0.00392156862745098;0.0745098039215686;0.0156862745098039
110;SAA;GBM;0.0520100649666262;0.037353654001278;0.0426918104584039;0.0235294117647059;0.0274509803921569;0.0235294117647059
111;SAA;GBM;0.0473289489746229;0.2231472239775;0.0960912068684;0.0431372549019608;0.207843137254902;0.0196078431372549
112;SAA;GBM;0.071167055765757;0.0646816964242978;0.0573578965430415;0.0509803921568627;0.0549019607843137;0.0156862745098039
113;SAA;GBM;0.0754386303471908;0.0449016309251657;0.031829302918701;0.0509803921568627;0.0392156862745098;0.0117647058823529
114;SAA;GBM;0.076035327537343;0.097380110796723;0.0603433309816629;0.0588235294117647;0.0862745098039216;0.0156862745098039
115;SAA;GBM;0.0807985006594671;0.0626554002948521;0.0471899930168893;0.0627450980392157;0.0549019607843137;0.0156862745098039
116;SAA;GBM;0.0612685222252184;0.10115348965515;0.058770860410155;0.0431372549019608;0.0941176470588235;0.0156862745098039
117;SAA;GBM;0.0518455206178792;0.095881727630015;0.0475436378928339;0.0352941176470588;0.0862745098039216;0.0156862745098039
118;SAA;GBM;0.046860672445864;0.0270153419644246;0.0402985778510671;0.0313725490196078;0.0196078431372549;0.0156862745098039
119;SAA;GBM;0.055845118503946;0.0440736882826882;0.0529520333981894;0.0392156862745098;0.0352941176470588;0.0156862745098039
120;SAA2;GBM;0.0788908266553639;0.0228694429584695;0.0212950986974344;0.0705882352941176;0.0156862745098039;0.0117647058823529
121;SAA2;GBM;0.0788317699058268;0.0608319413427711;0.0213031656601825;0.0705882352941176;0.0392156862745098;0.0117647058823529
122;SAA2;GBM;0.0616915310130279;0.0592861063340431;0.0219202378216525;0.0509803921568627;0.0431372549019608;0.0117647058823529
123;SAA2;GBM;0.0586538875804288;0.0622961306103818;0.0235096837959853;0.0509803921568627;0.0470588235294118;0.0117647058823529
124;SAA2;GBM;0.0516172670850593;0.0574591991948145;0.015997415430401;0.0470588235294118;0.0431372549019608;0.0117647058823529
125;SAA2;GBM;0.0736109453089265;0.0550768384746912;0.0226317312202913;0.0627450980392157;0.0352941176470588;0.0117647058823529
126;SAA2;GBM;0.0940489301494545;0.103622660917408;0.0179345074821667;0.0862745098039216;0.0784313725490196;0.0117647058823529
127;SAA2;GBM;0.104509248920521;0.107805065080233;0.0152510773901703;0.0980392156862745;0.0862745098039216;0.0117647058823529
128;SAA2;GBM;0.109603485406642;0.0535771126840492;0.0228920431697804;0.101960784313725;0.0431372549019608;0.0117647058823529
129;SAA2;GBM;0.0779297286388826;0.0832603491989203;0.0173145518583319;0.0705882352941176;0.0666666666666667;0.0117647058823529
130;SAA2;GBM;0.103230704513274;0.0997226976880714;0.0228992237764035;0.0941176470588235;0.0745098039215686;0.0117647058823529
131;SAA2;GBM;0.10011350220325;0.0947857912848984;0.0146317650290112;0.0941176470588235;0.0784313725490196;0.0117647058823529
132;SAA2;GBM;0.0873584298526758;0.0858090681188463;0.0123663621790279;0.0823529411764706;0.0745098039215686;0.0117647058823529
133;SAA2;GBM;0.0602295183667887;0.037505710826195;0.0158131169338047;0.0549019607843137;0.0235294117647059;0.0117647058823529
134;SAA2;GBM;0.0613426806879902;0.0344245162664749;0.0185991362029665;0.0549019607843137;0.0235294117647059;0.0117647058823529
135;SAA2;GBM;0.0972864562389718;0.0557925616993449;0.013796537062767;0.0941176470588235;0.0509803921568627;0.0117647058823529
136;SAA2;GBM;0.0638980379291591;0.0438644633573335;0.0152360729142716;0.0588235294117647;0.0313725490196078;0.0117647058823529
137;SAA2;GBM;0.113816897074347;0.125638124054514;0.0251009249219421;0.0980392156862745;0.0627450980392157;0.0156862745098039
138;SAA2;GBM;0.121420587277929;0.0915422289978925;0.0243914697685932;0.105882352941176;0.0470588235294118;0.0117647058823529
139;SAA2;GBM;0.0996185377532356;0.0683098699531883;0.020793798858057;0.0862745098039216;0.0313725490196078;0.0117647058823529
140;SAA2;GBM;0.0975013433717863;0.0305497823977285;0.016013470817979;0.0901960784313725;0.0196078431372549;0.0117647058823529
141;SAA2;GBM;0.0776657702876068;0.0612676695281694;0.0218428555657423;0.0705882352941176;0.0392156862745098;0.0117647058823529
142;SAA2;GBM;0.105837915457881;0.119623748928956;0.0214776282216809;0.0941176470588235;0.0666666666666667;0.0117647058823529
143;SAA2;GBM;0.0751950394873468;0.0741818521538083;0.0174129074695103;0.0666666666666667;0.0509803921568627;0.0117647058823529
144;SAA2;GBM;0.0875120387357479;0.0948449677113337;0.0190037933050532;0.0784313725490196;0.0627450980392157;0.0117647058823529
145;SAA2;GBM;0.126312614889708;0.0650827370440187;0.0193449057784625;0.109803921568627;0.0313725490196078;0.0156862745098039
146;SAA2;GBM;0.111980303596048;0.127308131199252;0.0434393377864535;0.105882352941176;0.0980392156862745;0.0196078431372549
147;SAA2;GBM;0.0994973126579744;0.123851529289689;0.0424832961138273;0.0941176470588235;0.101960784313725;0.0196078431372549
148;SAA2;GBM;0.105823700100788;0.13803485795563;0.050015950670329;0.101960784313725;0.105882352941176;0.0235294117647059
149;SAA2;GBM;0.115116010927668;0.147529452454803;0.0501771478092567;0.109803921568627;0.117647058823529;0.0235294117647059
150;SAA2;GBM;0.11215927273622;0.130542717727882;0.0513950759288131;0.109803921568627;0.105882352941176;0.0235294117647059
151;SAA2;GBM;0.120142409380747;0.146665240269081;0.0534784317016309;0.113725490196078;0.125490196078431;0.0235294117647059
152;SAA2;GBM;0.100466309341725;0.153860653148021;0.0646456699744546;0.0901960784313725;0.129411764705882;0.0313725490196078
153;SAA2;GBM;0.104607503554399;0.154829058927608;0.0623263489965664;0.0941176470588235;0.129411764705882;0.0313725490196078
154;SAA2;GBM;0.0816906386730371;0.128949382258338;0.0770826377120982;0.0666666666666667;0.109803921568627;0.0352941176470588
155;SAA2;GBM;0.0896780051435633;0.143494763093848;0.053135606354315;0.0823529411764706;0.117647058823529;0.0313725490196078
156;SAA2;GBM;0.090702270058931;0.144291701971314;0.0528847713095996;0.0823529411764706;0.12156862745098;0.0274509803921569
157;SAA2;GBM;0.10633296592571;0.111761096879585;0.0531130734611819;0.0941176470588235;0.0901960784313725;0.0274509803921569
158;SAA2;GBM;0.11767143548723;0.0762123070510878;0.0547878340179168;0.105882352941176;0.0549019607843137;0.0352941176470588
159;SAA2;GBM;0.128914223465396;0.128549680522806;0.0517278259875852;0.113725490196078;0.101960784313725;0.0274509803921569
160;SAA2;GBM;0.0601207433962568;0.0241565218158396;0.027279674305625;0.0470588235294118;0.00392156862745098;0.0117647058823529
161;SAA2;GBM;0.111166703467216;0.0521646649230795;0.0535393210021218;0.101960784313725;0.0431372549019608;0.0117647058823529
162;SAA2;GBM;0.0374488905363825;0.0200111725751567;0.0265505472818911;0.0274509803921569;0.0117647058823529;0.00784313725490196
